URL,adress,describe,detail_1,detail_2,ft,image_urls,latitude,longitude,price,stat_text,tel,title,title_minor,txt_diposit,vender_name,vender_type
https://www.idealista.com/inmueble/88069652/," IMPRESSORS OLIVA, 2 , Urb. CENTRE DEVESA , Distrito Devesa , Girona , Gironès, Girona "," ""Pis moblat de 2 hab al centre de girona, rebedor amb armari, menjador amb tots els mobles (sofa tambe no surt a la foto) cuina integrada amb pasaplats calefaccio gas ciutat, balco gran, hab sense mobles se pot ficar un llit de 135, hab de matrimoni amb llit de 150 i armari encastat comunica amb petita terrassa, bany complert amb banyera. NO SE ACEPTEN ANIMALS DE COMPANYIA, inprescindible nomines i solvencia demostrable, comunitat molt tranquila i centrica disponible gener 2020, visites concertades amb disponibilitat de la inquilina actual."" ","70 m² construidos, 65 m² útiles,2 habitaciones,1 baño,Balcón,Segunda mano/buen estado,Armarios empotrados,Orientación sur, este,Construido en 2001,Amueblado y cocina equipada,Calefacción individual: Gas natural,Certificación energética: en trámite"," Planta 3ª exterior , Con ascensor ","70 m²,2 hab.,3ª planta exterior con ascensor",,41.9822281,2.8161153,725,Anuncio actualizado el 20 de diciembre,972936619,"Alquiler de Piso en IMPRESSORS OLIVA, 2","Devesa, Girona",Fianza de 2 meses,J.Alsina,Profesional
https://www.idealista.com/inmueble/87530971/," Ronda Sant Antoni M. Claret , Distrito Eixample , Girona , Gironès, Girona "," ""Espectacular piso luminoso de alquiler en el centro de Girona totalmente reformado y muy soleado. Superficie construida de 110 m² y 98 m² útiles. Se compone de 4 habitaciones (3 dobles y 1 simple), 2 baños completos con plato de ducha, un amplio salón-comedor con salida a un balcón-terraza y gran cocina con acceso al lavadero.  Suelo de parquet. La vivienda se encuentra ubicada cerca de varios servicios como la estación de tren Renfe, la Clínica Bofill, transporte público y tiendas.  ."" ","110 m² construidos, 98 m² útiles,4 habitaciones,2 baños,Terraza,Balcón,Segunda mano/buen estado,Armarios empotrados,Construido en 1975,Cocina equipada y casa sin amueblar,Calefacción central: Gas,Certificación energética: en trámite"," Planta 3ª interior , Con ascensor , Aire acondicionado ","110 m²,4 hab.,3ª planta interior con ascensor",,41.9809404,2.8185485,1200,Anuncio actualizado el 26 de noviembre,972900340,Alquiler de Piso en ronda Sant Antoni M. Claret,"Eixample, Girona",Fianza de 2 meses,Débora,Profesional
